{'#8': [33.3, 17.2, 34.4, 4.3, 7.5, 2.2, None, 1.1, None, None, None, None, None, None, None], '#3': 108, '#2': 'ALS', '#1': 'Intro to Agr & Applied Econ', '#7': 3.283, '#6': 93, '#5': '001', '#4': '215'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 188, '#2': 'L&S', '#1': 'Senior Thesis', '#7': None, '#6': 1, '#5': '014', '#4': '692'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 188, '#2': 'L&S', '#1': 'Senior Thesis', '#7': None, '#6': 1, '#5': '001', '#4': '699'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 188, '#2': 'L&S', '#1': 'Senior Thesis', '#7': None, '#6': 1, '#5': '004', '#4': '699'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 188, '#2': 'L&S', '#1': 'Senior Thesis', '#7': None, '#6': 1, '#5': '008', '#4': '699'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 188, '#2': 'L&S', '#1': 'Senior Thesis', '#7': None, '#6': 1, '#5': '013', '#4': '699'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 188, '#2': 'L&S', '#1': 'Senior Thesis', '#7': None, '#6': 1, '#5': '014', '#4': '699'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 188, '#2': 'L&S', '#1': 'Senior Thesis', '#7': None, '#6': 1, '#5': '016', '#4': '699'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 188, '#2': 'L&S', '#1': 'Senior Thesis', '#7': None, '#6': 2, '#5': '021', '#4': '699'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 188, '#2': 'L&S', '#1': 'Senior Thesis', '#7': None, '#6': 1, '#5': '022', '#4': '699'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 188, '#2': 'L&S', '#1': 'Basic Astrophysics II', '#7': None, '#6': 4, '#5': '001', '#4': '702'}
{'#8': [33.3, 44.4, 22.2, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 188, '#2': 'L&S', '#1': 'Galaxies', '#7': 3.556, '#6': 9, '#5': '001', '#4': '730'}
{'#8': [100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 188, '#2': 'L&S', '#1': 'Seminar in Astrophysics', '#7': 4.0, '#6': 8, '#5': '001', '#4': '910'}
{'#8': [100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 188, '#2': 'L&S', '#1': 'Smnar-Astrophysical Topics', '#7': 4.0, '#6': 6, '#5': '001', '#4': '920'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 188, '#2': 'L&S', '#1': 'Smnar-Astrophysical Topics', '#7': None, '#6': 1, '#5': '001', '#4': '990'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 188, '#2': 'L&S', '#1': 'Smnar-Astrophysical Topics', '#7': None, '#6': 1, '#5': '002', '#4': '990'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 188, '#2': 'L&S', '#1': 'Smnar-Astrophysical Topics', '#7': None, '#6': 1, '#5': '004', '#4': '990'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 188, '#2': 'L&S', '#1': 'Smnar-Astrophysical Topics', '#7': None, '#6': 2, '#5': '005', '#4': '990'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 188, '#2': 'L&S', '#1': 'Smnar-Astrophysical Topics', '#7': None, '#6': 1, '#5': '006', '#4': '990'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 188, '#2': 'L&S', '#1': 'Smnar-Astrophysical Topics', '#7': None, '#6': 2, '#5': '007', '#4': '990'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 188, '#2': 'L&S', '#1': 'Smnar-Astrophysical Topics', '#7': None, '#6': 4, '#5': '008', '#4': '990'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 188, '#2': 'L&S', '#1': 'Smnar-Astrophysical Topics', '#7': None, '#6': 3, '#5': '009', '#4': '990'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 188, '#2': 'L&S', '#1': 'Smnar-Astrophysical Topics', '#7': None, '#6': 2, '#5': '010', '#4': '990'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 188, '#2': 'L&S', '#1': 'Smnar-Astrophysical Topics', '#7': None, '#6': 1, '#5': '012', '#4': '990'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 188, '#2': 'L&S', '#1': 'Smnar-Astrophysical Topics', '#7': None, '#6': 3, '#5': '013', '#4': '990'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 188, '#2': 'L&S', '#1': 'Smnar-Astrophysical Topics', '#7': None, '#6': 4, '#5': '014', '#4': '990'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 188, '#2': 'L&S', '#1': 'Smnar-Astrophysical Topics', '#7': None, '#6': 1, '#5': '015', '#4': '990'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 188, '#2': 'L&S', '#1': 'Smnar-Astrophysical Topics', '#7': None, '#6': 1, '#5': '018', '#4': '990'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 188, '#2': 'L&S', '#1': 'Smnar-Astrophysical Topics', '#7': None, '#6': 1, '#5': '020', '#4': '990'}
{'#8': [24.2, 7.4, 30.2, 6.7, 17.4, 8.1, 4.7, 0.7, None, None, None, None, None, None, None], '#3': 205, '#2': 'L&S', '#1': 'BIOLOGY', '#7': 2.765, '#6': 149, '#5': '001', '#4': '101'}
{'#8': [22.5, 6.6, 29.1, 6.6, 18.1, 12.1, 4.4, None, None, None, None, None, 0.5, None, None], '#3': 205, '#2': 'L&S', '#1': 'BIOLOGY', '#7': 2.669, '#6': 182, '#5': '002', '#4': '101'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 205, '#2': 'L&S', '#1': 'Animal Biology', '#7': None, '#6': 5, '#5': '001', '#4': '102'}
{'#8': [30.0, 20.0, 20.0, 30.0, None, None, None, None, None, None, None, None, None, None, None], '#3': 205, '#2': 'L&S', '#1': 'Animal Biology', '#7': 3.25, '#6': 10, '#5': '002', '#4': '102'}
{'#8': [42.9, 14.3, 28.6, 14.3, None, None, None, None, None, None, None, None, None, None, None], '#3': 205, '#2': 'L&S', '#1': 'Animal Biology', '#7': 3.429, '#6': 7, '#5': '003', '#4': '102'}
{'#8': [38.5, 15.4, 38.5, 7.7, None, None, None, None, None, None, None, None, None, None, None], '#3': 205, '#2': 'L&S', '#1': 'Animal Biology', '#7': 3.423, '#6': 13, '#5': '004', '#4': '102'}
{'#8': [28.6, 14.3, 42.9, 14.3, None, None, None, None, None, None, None, None, None, None, None], '#3': 205, '#2': 'L&S', '#1': 'Animal Biology', '#7': 3.286, '#6': 7, '#5': '005', '#4': '102'}
{'#8': [12.5, 50.0, 37.5, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 205, '#2': 'L&S', '#1': 'Animal Biology', '#7': 3.375, '#6': 8, '#5': '006', '#4': '102'}
{'#8': [50.0, 33.3, 16.7, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 205, '#2': 'L&S', '#1': 'Animal Biology', '#7': 3.667, '#6': 12, '#5': '007', '#4': '102'}
{'#8': [36.4, 36.4, 27.3, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 205, '#2': 'L&S', '#1': 'Animal Biology', '#7': 3.545, '#6': 11, '#5': '008', '#4': '102'}
{'#8': [14.3, 14.3, 14.3, 42.9, None, 14.3, None, None, None, None, None, None, None, None, None], '#3': 205, '#2': 'L&S', '#1': 'Animal Biology', '#7': 2.714, '#6': 7, '#5': '009', '#4': '102'}
{'#8': [54.5, 9.1, 27.3, 9.1, None, None, None, None, None, None, None, None, None, None, None], '#3': 205, '#2': 'L&S', '#1': 'Animal Biology', '#7': 3.545, '#6': 11, '#5': '010', '#4': '102'}
{'#8': [33.3, 33.3, 33.3, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 205, '#2': 'L&S', '#1': 'Animal Biology', '#7': 3.5, '#6': 9, '#5': '011', '#4': '102'}
{'#8': [15.4, 30.8, 38.5, 15.4, None, None, None, None, None, None, None, None, None, None, None], '#3': 205, '#2': 'L&S', '#1': 'Animal Biology', '#7': 3.231, '#6': 13, '#5': '012', '#4': '102'}
{'#8': [62.5, 37.5, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 205, '#2': 'L&S', '#1': 'Animal Biology', '#7': 3.813, '#6': 8, '#5': '013', '#4': '102'}
{'#8': [62.5, 37.5, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 205, '#2': 'L&S', '#1': 'Animal Biology', '#7': 3.813, '#6': 8, '#5': '014', '#4': '102'}
{'#8': [None, 40.0, 50.0, None, 10.0, None, None, None, None, None, None, None, None, None, None], '#3': 205, '#2': 'L&S', '#1': 'Animal Biology', '#7': 3.1, '#6': 10, '#5': '015', '#4': '102'}
{'#8': [55.6, 11.1, 33.3, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 205, '#2': 'L&S', '#1': 'Animal Biology', '#7': 3.611, '#6': 9, '#5': '016', '#4': '102'}
{'#8': [33.3, 16.7, 33.3, 16.7, None, None, None, None, None, None, None, None, None, None, None], '#3': 205, '#2': 'L&S', '#1': 'Animal Biology', '#7': 3.333, '#6': 6, '#5': '017', '#4': '102'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 205, '#2': 'L&S', '#1': 'Animal Biology', '#7': None, '#6': 3, '#5': '018', '#4': '102'}
{'#8': [31.3, 6.3, 50.0, None, 9.4, 3.1, None, None, None, None, None, None, None, None, None], '#3': 205, '#2': 'L&S', '#1': 'General Botany', '#7': 3.188, '#6': 32, '#5': '001', '#4': '130'}
{'#8': [17.6, 10.3, 38.9, 7.2, 17.9, 6.6, 1.6, None, None, None, None, None, None, None, None], '#3': 205, '#2': 'L&S', '#1': 'Introductory Biology', '#7': 2.834, '#6': 319, '#5': '001', '#4': '151'}
{'#8': [29.4, 13.1, 44.5, 4.9, 6.5, 1.6, None, None, None, None, None, None, None, None, None], '#3': 205, '#2': 'L&S', '#1': 'Introductory Biology', '#7': 3.237, '#6': 245, '#5': '001', '#4': '152'}
{'#8': [19.6, 15.5, 39.6, 7.3, 13.5, 2.0, 1.6, None, None, None, None, None, 0.4, None, None], '#3': 205, '#2': 'L&S', '#1': 'Introductory Biology', '#7': 3.012, '#6': 245, '#5': '002', '#4': '152'}
{'#8': [50.0, 22.7, 27.3, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 205, '#2': 'L&S', '#1': 'Introductory Biology', '#7': 3.614, '#6': 22, '#5': '003', '#4': '152'}
{'#8': [50.0, 22.7, 22.7, 4.5, None, None, None, None, None, None, None, None, None, None, None], '#3': 205, '#2': 'L&S', '#1': 'Introductory Biology', '#7': 3.591, '#6': 22, '#5': '004', '#4': '152'}
{'#8': [55.0, 15.0, 25.0, None, 5.0, None, None, None, None, None, None, None, None, None, None], '#3': 205, '#2': 'L&S', '#1': 'Introductory Biology', '#7': 3.575, '#6': 20, '#5': '005', '#4': '152'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 205, '#2': 'L&S', '#1': 'Introductory Biology', '#7': None, '#6': 1, '#5': '006', '#4': '152'}
{'#8': [34.8, 21.7, 43.5, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 205, '#2': 'L&S', '#1': 'Introductory Biology', '#7': 3.457, '#6': 23, '#5': '007', '#4': '152'}
{'#8': [55.6, 16.7, 22.2, None, 5.6, None, None, None, None, None, None, None, None, None, None], '#3': 205, '#2': 'L&S', '#1': 'Introductory Biology', '#7': 3.583, '#6': 18, '#5': '008', '#4': '152'}
{'#8': [45.0, 25.0, 25.0, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 205, '#2': 'L&S', '#1': 'Introductory Biology', '#7': 3.605, '#6': 20, '#5': '009', '#4': '152'}
{'#8': [43.5, 26.1, 26.1, None, None, 4.3, None, None, None, None, None, None, None, None, None], '#3': 205, '#2': 'L&S', '#1': 'Introductory Biology', '#7': 3.478, '#6': 23, '#5': '010', '#4': '152'}
{'#8': [19.0, 28.6, 38.1, None, 14.3, None, None, None, None, None, None, None, None, None, None], '#3': 205, '#2': 'L&S', '#1': 'Introductory Biology', '#7': 3.19, '#6': 21, '#5': '011', '#4': '152'}
{'#8': [100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 205, '#2': 'L&S', '#1': 'Entering Research Part 1', '#7': 4.0, '#6': 6, '#5': '001', '#4': '260'}
{'#8': [100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 205, '#2': 'L&S', '#1': 'Entering Research Part 1', '#7': 4.0, '#6': 35, '#5': '001', '#4': '375'}
{'#8': [100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 205, '#2': 'L&S', '#1': 'Entering Research Part 1', '#7': 4.0, '#6': 8, '#5': '002', '#4': '375'}
{'#8': [90.9, None, None, None, None, None, None, None, None, None, None, None, 9.1, None, None], '#3': 205, '#2': 'L&S', '#1': 'Entering Research Part 1', '#7': 4.0, '#6': 11, '#5': '003', '#4': '375'}
{'#8': [100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 205, '#2': 'L&S', '#1': 'Entering Research Part 1', '#7': 4.0, '#6': 6, '#5': '004', '#4': '375'}
{'#8': [91.7, None, None, None, None, None, None, None, None, None, None, None, None, None, 8.3], '#3': 205, '#2': 'L&S', '#1': 'Special Topics', '#7': 4.0, '#6': 12, '#5': '002', '#4': '399'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 205, '#2': 'L&S', '#1': 'Special Topics', '#7': None, '#6': 1, '#5': '003', '#4': '399'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 205, '#2': 'L&S', '#1': 'Special Topics', '#7': None, '#6': 1, '#5': '004', '#4': '399'}
{'#8': [50.0, 50.0, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 205, '#2': 'L&S', '#1': 'Evolution Seminar Series UG', '#7': 3.75, '#6': 6, '#5': '001', '#4': '522'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 205, '#2': 'L&S', '#1': 'Evolution Seminar Series UG', '#7': None, '#6': 1, '#5': '001', '#4': '682'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 205, '#2': 'L&S', '#1': 'Evolution Seminar Series UG', '#7': None, '#6': 1, '#5': '002', '#4': '682'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 205, '#2': 'L&S', '#1': 'Evolution Seminar Series UG', '#7': None, '#6': 1, '#5': '003', '#4': '682'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 205, '#2': 'L&S', '#1': 'Evolution Seminar Series UG', '#7': None, '#6': 1, '#5': '004', '#4': '682'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 205, '#2': 'L&S', '#1': 'Evolution Seminar Series UG', '#7': None, '#6': 1, '#5': '005', '#4': '682'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 205, '#2': 'L&S', '#1': 'Senior Honors Thesis', '#7': None, '#6': 1, '#5': '001', '#4': '692'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 205, '#2': 'L&S', '#1': 'Senior Honors Thesis', '#7': None, '#6': 2, '#5': '002', '#4': '692'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 205, '#2': 'L&S', '#1': 'Senior Thesis', '#7': None, '#6': 1, '#5': '002', '#4': '699'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 205, '#2': 'L&S', '#1': 'Senior Thesis', '#7': None, '#6': 1, '#5': '003', '#4': '699'}
{'#8': [45.5, 22.8, 15.8, 7.9, 4.0, 3.0, None, None, None, None, None, None, 1.0, None, None], '#3': 206, '#2': 'L&S', '#1': 'Cellular Biology', '#7': 3.435, '#6': 101, '#5': '001', '#4': '383'}
{'#8': [34.8, 13.0, 52.2, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 206, '#2': 'L&S', '#1': 'Cellular Biology', '#7': 3.413, '#6': 23, '#5': '001', '#4': '384'}
{'#8': [23.1, 15.4, 53.8, 7.7, None, None, None, None, None, None, None, None, None, None, None], '#3': 206, '#2': 'L&S', '#1': 'Cellular Biology', '#7': 3.269, '#6': 13, '#5': '002', '#4': '384'}
{'#8': [47.6, 23.8, 28.6, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 206, '#2': 'L&S', '#1': 'Cellular Biology', '#7': 3.595, '#6': 21, '#5': '003', '#4': '384'}
{'#8': [33.3, 22.2, 44.4, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 206, '#2': 'L&S', '#1': 'Cellular Biology', '#7': 3.444, '#6': 18, '#5': '004', '#4': '384'}
{'#8': [53.8, 7.7, 38.5, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 206, '#2': 'L&S', '#1': 'Cellular Biology', '#7': 3.577, '#6': 13, '#5': '005', '#4': '384'}
{'#8': [29.0, 17.4, 42.0, 1.4, 8.7, 1.4, None, None, None, None, None, None, None, None, None], '#3': 206, '#2': 'L&S', '#1': 'Biological Interactions', '#7': 3.254, '#6': 69, '#5': '001', '#4': '587'}
{'#8': [49.5, 12.1, 25.3, 5.1, 7.1, None, 1.0, None, None, None, None, None, None, None, None], '#3': 208, '#2': 'L&S', '#1': 'Survey of Botany', '#7': 3.429, '#6': 99, '#5': '001', '#4': '100'}
{'#8': [19.0, 27.0, 27.0, 11.1, 7.9, 3.2, 4.8, None, None, None, None, None, None, None, None], '#3': 208, '#2': 'L&S', '#1': 'Plants, Parasites, & People', '#7': 2.984, '#6': 63, '#5': '001', '#4': '123'}
{'#8': [29.4, 5.5, 33.0, 8.3, 20.2, 2.8, 0.9, None, None, None, None, None, None, None, None], '#3': 208, '#2': 'L&S', '#1': 'General Botany', '#7': 2.995, '#6': 109, '#5': '001', '#4': '130'}
{'#8': [36.4, 27.3, 18.2, 18.2, None, None, None, None, None, None, None, None, None, None, None], '#3': 208, '#2': 'L&S', '#1': 'Genetics and Human Affairs', '#7': 3.409, '#6': 11, '#5': '001', '#4': '133'}
{'#8': [None, None, 66.7, None, 33.3, None, None, None, None, None, None, None, None, None, None], '#3': 208, '#2': 'L&S', '#1': 'Introductory Biology', '#7': 2.667, '#6': 6, '#5': '001', '#4': '151'}
{'#8': [16.7, 33.3, 16.7, None, 16.7, 16.7, None, None, None, None, None, None, None, None, None], '#3': 208, '#2': 'L&S', '#1': 'Introductory Biology', '#7': 2.833, '#6': 6, '#5': '001', '#4': '152'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 208, '#2': 'L&S', '#1': 'Introductory Biology', '#7': None, '#6': 3, '#5': '002', '#4': '152'}
{'#8': [18.4, 19.7, 40.8, 10.5, 9.2, None, None, None, None, None, None, None, 1.3, None, None], '#3': 208, '#2': 'L&S', '#1': 'Introductory Ecology', '#7': 3.14, '#6': 76, '#5': '001', '#4': '260'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 208, '#2': 'L&S', '#1': 'Introductory Ecology', '#7': None, '#6': 1, '#5': '012', '#4': '299'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 208, '#2': 'L&S', '#1': 'Introductory Ecology', '#7': None, '#6': 1, '#5': '030', '#4': '299'}
